model_name,i,alpha,alpha_norm,alignment_pressure,answer_stance,reasoning_stance
llama3_8b,130,-0.86,-0.2,-0.2,2.0,4.0
llama3_8b,132,-0.86,-0.2,-0.2,3.0,2.0
llama3_8b,135,-0.86,-0.2,-0.2,5.0,4.0
llama3_8b,125,-0.86,-0.2,-0.2,1.0,3.0
llama3_8b,137,-0.86,-0.2,-0.2,2.0,2.0
llama3_8b,136,-0.86,-0.2,-0.2,2.0,2.0
llama3_8b,133,-0.86,-0.2,-0.2,1.0,4.0
llama3_8b,134,-0.86,-0.2,-0.2,4.0,4.0
llama3_8b,139,-0.86,-0.2,-0.2,3.0,4.0
llama3_8b,142,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,141,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,149,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,138,-0.86,-0.2,-0.2,2.0,2.0
llama3_8b,140,-0.86,-0.2,-0.2,1.0,2.0
llama3_8b,145,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,148,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,147,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,146,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,144,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,152,0.0,0.0,0.0,3.0,4.0
llama3_8b,143,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,153,0.0,0.0,0.0,2.0,4.0
llama3_8b,150,0.0,0.0,0.0,5.0,4.0
llama3_8b,154,0.0,0.0,0.0,1.0,1.0
llama3_8b,151,0.0,0.0,0.0,6.0,4.0
llama3_8b,155,0.0,0.0,0.0,3.0,4.0
llama3_8b,157,0.0,0.0,0.0,3.0,1.0
llama3_8b,160,0.0,0.0,0.0,3.0,4.0
llama3_8b,156,0.0,0.0,0.0,5.0,2.0
llama3_8b,158,0.0,0.0,0.0,4.0,3.0
llama3_8b,159,0.0,0.0,0.0,4.0,2.0
llama3_8b,163,0.0,0.0,0.0,6.0,4.0
llama3_8b,165,0.0,0.0,0.0,5.0,4.0
llama3_8b,161,0.0,0.0,0.0,5.0,4.0
llama3_8b,164,0.0,0.0,0.0,5.0,4.0
llama3_8b,162,0.0,0.0,0.0,3.0,4.0
llama3_8b,167,0.0,0.0,0.0,5.0,2.0
llama3_8b,169,0.0,0.0,0.0,3.0,4.0
llama3_8b,168,0.0,0.0,0.0,5.0,4.0
llama3_8b,170,0.0,0.0,0.0,6.0,4.0
llama3_8b,171,0.0,0.0,0.0,2.0,3.0
llama3_8b,176,0.0,0.0,0.0,1.0,1.0
llama3_8b,174,0.0,0.0,0.0,1.0,1.0
llama3_8b,172,0.0,0.0,0.0,1.0,1.0
llama3_8b,173,0.0,0.0,0.0,1.0,1.0
llama3_8b,179,0.0,0.0,0.0,2.0,2.0
llama3_8b,178,0.0,0.0,0.0,1.0,1.0
llama3_8b,166,0.0,0.0,0.0,2.0,2.0
llama3_8b,175,0.0,0.0,0.0,1.0,1.0
llama3_8b,181,0.34,0.2,0.2,6.0,4.0
llama3_8b,183,0.34,0.2,0.2,3.0,4.0
llama3_8b,177,0.0,0.0,0.0,1.0,1.0
llama3_8b,184,0.34,0.2,0.2,1.0,6.0
llama3_8b,180,0.34,0.2,0.2,6.0,4.0
llama3_8b,185,0.34,0.2,0.2,4.0,4.0
llama3_8b,182,0.34,0.2,0.2,3.0,4.0
llama3_8b,186,0.34,0.2,0.2,5.0,3.0
llama3_8b,187,0.34,0.2,0.2,5.0,2.0
llama3_8b,192,0.34,0.2,0.2,2.0,3.0
llama3_8b,189,0.34,0.2,0.2,4.0,2.0
llama3_8b,191,0.34,0.2,0.2,5.0,4.0
llama3_8b,193,0.34,0.2,0.2,6.0,4.0
llama3_8b,190,0.34,0.2,0.2,3.0,4.0
llama3_8b,194,0.34,0.2,0.2,5.0,4.0
llama3_8b,195,0.34,0.2,0.2,6.0,4.0
llama3_8b,188,0.34,0.2,0.2,6.0,4.0
llama3_8b,200,0.34,0.2,0.2,6.0,4.0
llama3_8b,199,0.34,0.2,0.2,4.0,4.0
llama3_8b,196,0.34,0.2,0.2,5.0,2.0
llama3_8b,198,0.34,0.2,0.2,5.0,4.0
llama3_8b,197,0.34,0.2,0.2,5.0,2.0
llama3_8b,204,0.34,0.2,0.2,4.0,1.0
llama3_8b,205,0.34,0.2,0.2,1.0,1.0
llama3_8b,209,0.34,0.2,0.2,1.0,2.0
llama3_8b,202,0.34,0.2,0.2,1.0,1.0
llama3_8b,203,0.34,0.2,0.2,1.0,1.0
llama3_8b,206,0.34,0.2,0.2,1.0,2.0
llama3_8b,207,0.34,0.2,0.2,1.0,1.0
llama3_8b,210,0.68,0.4,0.4,5.0,4.0
llama3_8b,201,0.34,0.2,0.2,4.0,4.0
llama3_8b,208,0.34,0.2,0.2,1.0,1.0
llama3_8b,218,0.68,0.4,0.4,6.0,4.0
llama3_8b,214,0.68,0.4,0.4,1.0,2.0
llama3_8b,215,0.68,0.4,0.4,5.0,4.0
llama3_8b,212,0.68,0.4,0.4,2.0,4.0
llama3_8b,220,0.68,0.4,0.4,5.0,4.0
llama3_8b,216,0.68,0.4,0.4,5.0,3.0
llama3_8b,213,0.68,0.4,0.4,2.0,4.0
llama3_8b,222,0.68,0.4,0.4,2.0,4.0
llama3_8b,219,0.68,0.4,0.4,5.0,4.0
llama3_8b,217,0.68,0.4,0.4,6.0,2.0
llama3_8b,221,0.68,0.4,0.4,5.0,3.0
llama3_8b,224,0.68,0.4,0.4,5.0,6.0
llama3_8b,211,0.68,0.4,0.4,3.0,4.0
llama3_8b,228,0.68,0.4,0.4,5.0,4.0
llama3_8b,230,0.68,0.4,0.4,6.0,4.0
llama3_8b,227,0.68,0.4,0.4,5.0,4.0
llama3_8b,225,0.68,0.4,0.4,6.0,4.0
llama3_8b,229,0.68,0.4,0.4,5.0,4.0
llama3_8b,223,0.68,0.4,0.4,2.0,3.0
llama3_8b,226,0.68,0.4,0.4,5.0,2.0
llama3_8b,231,0.68,0.4,0.4,4.0,4.0
llama3_8b,238,0.68,0.4,0.4,1.0,1.0
llama3_8b,233,0.68,0.4,0.4,1.0,1.0
llama3_8b,239,0.68,0.4,0.4,1.0,1.0
llama3_8b,232,0.68,0.4,0.4,1.0,1.0
llama3_8b,234,0.68,0.4,0.4,1.0,1.0
llama3_8b,236,0.68,0.4,0.4,4.0,2.0
llama3_8b,242,1.02,0.6,0.6,2.0,4.0
llama3_8b,243,1.02,0.6,0.6,2.0,4.0
llama3_8b,244,1.02,0.6,0.6,1.0,7.0
llama3_8b,240,1.02,0.6,0.6,6.0,2.0
llama3_8b,235,0.68,0.4,0.4,5.0,3.0
llama3_8b,246,1.02,0.6,0.6,5.0,4.0
llama3_8b,245,1.02,0.6,0.6,4.0,4.0
llama3_8b,237,0.68,0.4,0.4,1.0,1.0
llama3_8b,248,1.02,0.6,0.6,6.0,4.0
llama3_8b,247,1.02,0.6,0.6,6.0,2.0
llama3_8b,249,1.02,0.6,0.6,4.0,2.0
llama3_8b,250,1.02,0.6,0.6,5.0,4.0
llama3_8b,241,1.02,0.6,0.6,7.0,6.0
llama3_8b,251,1.02,0.6,0.6,5.0,4.0
llama3_8b,252,1.02,0.6,0.6,2.0,4.0
llama3_8b,253,1.02,0.6,0.6,6.0,3.0
llama3_8b,254,1.02,0.6,0.6,5.0,6.0
llama3_8b,255,1.02,0.6,0.6,6.0,6.0
llama3_8b,258,1.02,0.6,0.6,5.0,4.0
llama3_8b,257,1.02,0.6,0.6,5.0,4.0
llama3_8b,263,1.02,0.6,0.6,1.0,1.0
llama3_8b,264,1.02,0.6,0.6,5.0,2.0
llama3_8b,259,1.02,0.6,0.6,5.0,4.0
llama3_8b,256,1.02,0.6,0.6,5.0,4.0
llama3_8b,260,1.02,0.6,0.6,6.0,4.0
llama3_8b,266,1.02,0.6,0.6,2.0,1.0
llama3_8b,261,1.02,0.6,0.6,4.0,4.0
llama3_8b,268,1.02,0.6,0.6,1.0,2.0
llama3_8b,267,1.02,0.6,0.6,1.0,1.0
llama3_8b,273,1.36,0.8,0.8,1.0,4.0
llama3_8b,269,1.02,0.6,0.6,5.0,2.0
llama3_8b,265,1.02,0.6,0.6,1.0,1.0
llama3_8b,270,1.36,0.8,0.8,5.0,4.0
llama3_8b,272,1.36,0.8,0.8,7.0,5.0
llama3_8b,277,1.36,0.8,0.8,6.0,3.0
llama3_8b,275,1.36,0.8,0.8,4.0,4.0
llama3_8b,280,1.36,0.8,0.8,5.0,4.0
llama3_8b,276,1.36,0.8,0.8,6.0,2.0
llama3_8b,274,1.36,0.8,0.8,1.0,1.0
llama3_8b,271,1.36,0.8,0.8,6.0,6.0
llama3_8b,281,1.36,0.8,0.8,5.0,2.0
llama3_8b,282,1.36,0.8,0.8,2.0,4.0
llama3_8b,278,1.36,0.8,0.8,7.0,4.0
llama3_8b,289,1.36,0.8,0.8,3.0,4.0
llama3_8b,279,1.36,0.8,0.8,5.0,4.0
llama3_8b,283,1.36,0.8,0.8,7.0,4.0
llama3_8b,284,1.36,0.8,0.8,5.0,4.0
llama3_8b,288,1.36,0.8,0.8,6.0,4.0
llama3_8b,285,1.36,0.8,0.8,6.0,4.0
llama3_8b,287,1.36,0.8,0.8,5.0,4.0
llama3_8b,292,1.36,0.8,0.8,1.0,1.0
llama3_8b,291,1.36,0.8,0.8,5.0,4.0
llama3_8b,286,1.36,0.8,0.8,5.0,4.0
llama3_8b,290,1.36,0.8,0.8,6.0,4.0
llama3_8b,294,1.36,0.8,0.8,5.0,2.0
llama3_8b,295,1.36,0.8,0.8,3.0,2.0
llama3_8b,293,1.36,0.8,0.8,1.0,1.0
llama3_8b,296,1.36,0.8,0.8,2.0,2.0
llama3_8b,299,1.36,0.8,0.8,5.0,1.0
llama3_8b,297,1.36,0.8,0.8,1.0,1.0
llama3_8b,262,1.02,0.6,0.6,1.0,1.0
llama3_8b,301,1.7,1.0,1.0,7.0,6.0
llama3_8b,298,1.36,0.8,0.8,1.0,2.0
llama3_8b,309,1.7,1.0,1.0,5.0,4.0
llama3_8b,306,1.7,1.0,1.0,6.0,4.0
llama3_8b,311,1.7,1.0,1.0,5.0,4.0
llama3_8b,305,1.7,1.0,1.0,4.0,4.0
llama3_8b,300,1.7,1.0,1.0,6.0,4.0
llama3_8b,307,1.7,1.0,1.0,6.0,4.0
llama3_8b,304,1.7,1.0,1.0,1.0,1.0
llama3_8b,303,1.7,1.0,1.0,6.0,5.0
llama3_8b,310,1.7,1.0,1.0,7.0,6.0
llama3_8b,308,1.7,1.0,1.0,7.0,4.0
llama3_8b,312,1.7,1.0,1.0,5.0,4.0
llama3_8b,302,1.7,1.0,1.0,7.0,4.0
llama3_8b,313,1.7,1.0,1.0,5.0,4.0
llama3_8b,314,1.7,1.0,1.0,7.0,6.0
llama3_8b,319,1.7,1.0,1.0,5.0,4.0
llama3_8b,315,1.7,1.0,1.0,7.0,6.0
llama3_8b,324,1.7,1.0,1.0,5.0,3.0
llama3_8b,317,1.7,1.0,1.0,5.0,4.0
llama3_8b,320,1.7,1.0,1.0,6.0,4.0
llama3_8b,316,1.7,1.0,1.0,5.0,4.0
llama3_8b,318,1.7,1.0,1.0,5.0,2.0
llama3_8b,326,1.7,1.0,1.0,5.0,1.0
llama3_8b,325,1.7,1.0,1.0,3.0,3.0
llama3_8b,322,1.7,1.0,1.0,1.0,1.0
llama3_8b,327,1.7,1.0,1.0,1.0,1.0
llama3_8b,323,1.7,1.0,1.0,2.0,1.0
llama3_8b,321,1.7,1.0,1.0,4.0,4.0
llama3_8b,328,1.7,1.0,1.0,2.0,1.0
llama3_8b,329,1.7,1.0,1.0,5.0,2.0
mistral_7b,19,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,7,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,12,-1.5,-1.0,-1.0,2.0,4.0
mistral_7b,2,-1.5,-1.0,-1.0,1.0,4.0
mistral_7b,18,-1.5,-1.0,-1.0,2.0,2.0
mistral_7b,14,-1.5,-1.0,-1.0,3.0,6.0
mistral_7b,5,-1.5,-1.0,-1.0,2.0,4.0
mistral_7b,4,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,9,-1.5,-1.0,-1.0,1.0,4.0
mistral_7b,6,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,1,-1.5,-1.0,-1.0,2.0,2.0
mistral_7b,8,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,16,-1.5,-1.0,-1.0,1.0,2.0
mistral_7b,10,-1.5,-1.0,-1.0,1.0,3.0
mistral_7b,17,-1.5,-1.0,-1.0,2.0,3.0
mistral_7b,3,-1.5,-1.0,-1.0,1.0,7.0
mistral_7b,11,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,15,-1.5,-1.0,-1.0,3.0,2.0
mistral_7b,0,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,21,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,13,-1.5,-1.0,-1.0,1.0,2.0
mistral_7b,22,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,23,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,34,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,28,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,24,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,25,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,20,-1.5,-1.0,-1.0,2.0,4.0
mistral_7b,29,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,32,-1.2,-0.8,-0.8,3.0,4.0
mistral_7b,31,-1.2,-0.8,-0.8,2.0,4.0
mistral_7b,38,-1.2,-0.8,-0.8,1.0,2.0
mistral_7b,37,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,33,-1.2,-0.8,-0.8,4.0,4.0
mistral_7b,26,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,30,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,35,-1.2,-0.8,-0.8,2.0,4.0
mistral_7b,36,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,27,-1.5,-1.0,-1.0,1.0,1.0
mistral_7b,39,-1.2,-0.8,-0.8,2.0,4.0
mistral_7b,46,-1.2,-0.8,-0.8,1.0,2.0
mistral_7b,43,-1.2,-0.8,-0.8,1.0,2.0
mistral_7b,41,-1.2,-0.8,-0.8,2.0,4.0
mistral_7b,47,-1.2,-0.8,-0.8,2.0,2.0
mistral_7b,42,-1.2,-0.8,-0.8,2.0,3.0
mistral_7b,45,-1.2,-0.8,-0.8,2.0,2.0
mistral_7b,40,-1.2,-0.8,-0.8,1.0,3.0
mistral_7b,54,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,51,-1.2,-0.8,-0.8,1.0,3.0
mistral_7b,57,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,44,-1.2,-0.8,-0.8,2.0,6.0
mistral_7b,52,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,49,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,55,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,48,-1.2,-0.8,-0.8,2.0,2.0
mistral_7b,56,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,50,-1.2,-0.8,-0.8,1.0,2.0
mistral_7b,58,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,59,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,53,-1.2,-0.8,-0.8,1.0,1.0
mistral_7b,62,-0.9,-0.6,-0.6,3.0,2.0
mistral_7b,60,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,61,-0.9,-0.6,-0.6,3.0,4.0
mistral_7b,67,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,66,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,64,-0.9,-0.6,-0.6,7.0,5.0
mistral_7b,71,-0.9,-0.6,-0.6,5.0,4.0
mistral_7b,70,-0.9,-0.6,-0.6,1.0,4.0
mistral_7b,72,-0.9,-0.6,-0.6,2.0,4.0
mistral_7b,65,-0.9,-0.6,-0.6,2.0,4.0
mistral_7b,77,-0.9,-0.6,-0.6,2.0,2.0
mistral_7b,63,-0.9,-0.6,-0.6,2.0,4.0
mistral_7b,76,-0.9,-0.6,-0.6,2.0,3.0
mistral_7b,68,-0.9,-0.6,-0.6,1.0,2.0
mistral_7b,73,-0.9,-0.6,-0.6,1.0,2.0
mistral_7b,69,-0.9,-0.6,-0.6,1.0,3.0
mistral_7b,74,-0.9,-0.6,-0.6,4.0,6.0
mistral_7b,75,-0.9,-0.6,-0.6,4.0,4.0
mistral_7b,82,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,79,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,78,-0.9,-0.6,-0.6,2.0,2.0
mistral_7b,80,-0.9,-0.6,-0.6,1.0,4.0
mistral_7b,83,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,84,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,88,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,87,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,90,-0.6,-0.4,-0.4,2.0,2.0
mistral_7b,81,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,86,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,93,-0.6,-0.4,-0.4,2.0,4.0
mistral_7b,97,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,96,-0.6,-0.4,-0.4,1.0,2.0
mistral_7b,85,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,91,-0.6,-0.4,-0.4,2.0,2.0
mistral_7b,92,-0.6,-0.4,-0.4,3.0,4.0
mistral_7b,94,-0.6,-0.4,-0.4,7.0,6.0
mistral_7b,95,-0.6,-0.4,-0.4,2.0,4.0
mistral_7b,89,-0.9,-0.6,-0.6,1.0,1.0
mistral_7b,98,-0.6,-0.4,-0.4,1.0,4.0
mistral_7b,100,-0.6,-0.4,-0.4,3.0,4.0
mistral_7b,101,-0.6,-0.4,-0.4,1.0,3.0
mistral_7b,99,-0.6,-0.4,-0.4,1.0,4.0
mistral_7b,103,-0.6,-0.4,-0.4,1.0,2.0
mistral_7b,102,-0.6,-0.4,-0.4,2.0,3.0
mistral_7b,112,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,110,-0.6,-0.4,-0.4,3.0,4.0
mistral_7b,108,-0.6,-0.4,-0.4,1.0,2.0
mistral_7b,105,-0.6,-0.4,-0.4,3.0,3.0
mistral_7b,104,-0.6,-0.4,-0.4,7.0,7.0
mistral_7b,106,-0.6,-0.4,-0.4,2.0,3.0
mistral_7b,115,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,107,-0.6,-0.4,-0.4,3.0,4.0
mistral_7b,114,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,119,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,109,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,111,-0.6,-0.4,-0.4,3.0,3.0
mistral_7b,113,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,117,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,118,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,123,-0.3,-0.2,-0.2,2.0,4.0
mistral_7b,121,-0.3,-0.2,-0.2,5.0,5.0
mistral_7b,116,-0.6,-0.4,-0.4,1.0,1.0
mistral_7b,125,-0.3,-0.2,-0.2,4.0,4.0
mistral_7b,124,-0.3,-0.2,-0.2,6.0,6.0
mistral_7b,120,-0.3,-0.2,-0.2,3.0,2.0
mistral_7b,129,-0.3,-0.2,-0.2,4.0,4.0
mistral_7b,127,-0.3,-0.2,-0.2,2.0,2.0
mistral_7b,132,-0.3,-0.2,-0.2,2.0,4.0
mistral_7b,131,-0.3,-0.2,-0.2,5.0,3.0
mistral_7b,130,-0.3,-0.2,-0.2,1.0,2.0
mistral_7b,122,-0.3,-0.2,-0.2,5.0,4.0
mistral_7b,126,-0.3,-0.2,-0.2,1.0,3.0
mistral_7b,133,-0.3,-0.2,-0.2,2.0,2.0
mistral_7b,136,-0.3,-0.2,-0.2,2.0,2.0
mistral_7b,134,-0.3,-0.2,-0.2,7.0,7.0
mistral_7b,128,-0.3,-0.2,-0.2,2.0,4.0
mistral_7b,135,-0.3,-0.2,-0.2,5.0,5.0
mistral_7b,137,-0.3,-0.2,-0.2,6.0,5.0
mistral_7b,139,-0.3,-0.2,-0.2,1.0,2.0
mistral_7b,140,-0.3,-0.2,-0.2,4.0,4.0
mistral_7b,141,-0.3,-0.2,-0.2,1.0,2.0
mistral_7b,143,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,138,-0.3,-0.2,-0.2,3.0,2.0
mistral_7b,145,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,144,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,142,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,147,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,149,-0.3,-0.2,-0.2,2.0,2.0
mistral_7b,146,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,151,0.0,0.0,0.0,4.0,4.0
mistral_7b,148,-0.3,-0.2,-0.2,1.0,1.0
mistral_7b,154,0.0,0.0,0.0,7.0,6.0
mistral_7b,150,0.0,0.0,0.0,5.0,2.0
mistral_7b,158,0.0,0.0,0.0,5.0,4.0
mistral_7b,157,0.0,0.0,0.0,1.0,3.0
mistral_7b,153,0.0,0.0,0.0,2.0,4.0
mistral_7b,156,0.0,0.0,0.0,2.0,2.0
mistral_7b,160,0.0,0.0,0.0,5.0,4.0
mistral_7b,155,0.0,0.0,0.0,3.0,4.0
mistral_7b,152,0.0,0.0,0.0,5.0,6.0
mistral_7b,159,0.0,0.0,0.0,4.0,4.0
mistral_7b,161,0.0,0.0,0.0,5.0,3.0
mistral_7b,162,0.0,0.0,0.0,2.0,6.0
mistral_7b,169,0.0,0.0,0.0,1.0,2.0
mistral_7b,163,0.0,0.0,0.0,3.0,3.0
mistral_7b,171,0.0,0.0,0.0,3.0,3.0
mistral_7b,165,0.0,0.0,0.0,7.0,6.0
mistral_7b,167,0.0,0.0,0.0,6.0,6.0
mistral_7b,164,0.0,0.0,0.0,6.0,6.0
mistral_7b,170,0.0,0.0,0.0,5.0,4.0
mistral_7b,166,0.0,0.0,0.0,5.0,4.0
mistral_7b,178,0.0,0.0,0.0,1.0,1.0
mistral_7b,173,0.0,0.0,0.0,1.0,1.0
mistral_7b,172,0.0,0.0,0.0,1.0,1.0
mistral_7b,168,0.0,0.0,0.0,3.0,2.0
mistral_7b,174,0.0,0.0,0.0,1.0,1.0
mistral_7b,176,0.0,0.0,0.0,1.0,1.0
mistral_7b,179,0.0,0.0,0.0,1.0,1.0
mistral_7b,181,0.3,0.2,0.2,5.0,4.0
mistral_7b,177,0.0,0.0,0.0,1.0,1.0
mistral_7b,175,0.0,0.0,0.0,1.0,1.0
mistral_7b,180,0.3,0.2,0.2,3.0,3.0
mistral_7b,186,0.3,0.2,0.2,2.0,2.0
mistral_7b,183,0.3,0.2,0.2,2.0,4.0
mistral_7b,187,0.3,0.2,0.2,5.0,4.0
mistral_7b,191,0.3,0.2,0.2,5.0,3.0
mistral_7b,185,0.3,0.2,0.2,3.0,3.0
mistral_7b,196,0.3,0.2,0.2,7.0,6.0
mistral_7b,194,0.3,0.2,0.2,7.0,7.0
mistral_7b,195,0.3,0.2,0.2,7.0,7.0
mistral_7b,190,0.3,0.2,0.2,3.0,4.0
mistral_7b,182,0.3,0.2,0.2,7.0,6.0
mistral_7b,197,0.3,0.2,0.2,6.0,6.0
mistral_7b,189,0.3,0.2,0.2,5.0,4.0
mistral_7b,188,0.3,0.2,0.2,5.0,4.0
mistral_7b,193,0.3,0.2,0.2,1.0,4.0
mistral_7b,184,0.3,0.2,0.2,6.0,6.0
mistral_7b,199,0.3,0.2,0.2,3.0,4.0
mistral_7b,192,0.3,0.2,0.2,3.0,6.0
mistral_7b,203,0.3,0.2,0.2,1.0,1.0
mistral_7b,198,0.3,0.2,0.2,7.0,6.0
mistral_7b,202,0.3,0.2,0.2,1.0,1.0
mistral_7b,200,0.3,0.2,0.2,5.0,4.0
mistral_7b,206,0.3,0.2,0.2,1.0,1.0
mistral_7b,201,0.3,0.2,0.2,3.0,3.0
mistral_7b,210,0.6,0.4,0.4,6.0,5.0
mistral_7b,208,0.3,0.2,0.2,1.0,1.0
mistral_7b,205,0.3,0.2,0.2,1.0,1.0
mistral_7b,214,0.6,0.4,0.4,1.0,7.0
mistral_7b,216,0.6,0.4,0.4,5.0,3.0
mistral_7b,204,0.3,0.2,0.2,1.0,2.0
mistral_7b,211,0.6,0.4,0.4,6.0,4.0
mistral_7b,212,0.6,0.4,0.4,7.0,7.0
mistral_7b,209,0.3,0.2,0.2,1.0,2.0
mistral_7b,213,0.6,0.4,0.4,3.0,4.0
mistral_7b,207,0.3,0.2,0.2,1.0,1.0
mistral_7b,215,0.6,0.4,0.4,3.0,4.0
mistral_7b,219,0.6,0.4,0.4,5.0,4.0
mistral_7b,221,0.6,0.4,0.4,5.0,4.0
mistral_7b,218,0.6,0.4,0.4,7.0,6.0
mistral_7b,220,0.6,0.4,0.4,5.0,6.0
mistral_7b,217,0.6,0.4,0.4,6.0,3.0
mistral_7b,222,0.6,0.4,0.4,3.0,6.0
mistral_7b,224,0.6,0.4,0.4,7.0,7.0
mistral_7b,223,0.6,0.4,0.4,5.0,4.0
mistral_7b,225,0.6,0.4,0.4,7.0,7.0
mistral_7b,226,0.6,0.4,0.4,7.0,7.0
mistral_7b,227,0.6,0.4,0.4,7.0,7.0
mistral_7b,232,0.6,0.4,0.4,1.0,1.0
mistral_7b,233,0.6,0.4,0.4,1.0,1.0
mistral_7b,230,0.6,0.4,0.4,5.0,4.0
mistral_7b,236,0.6,0.4,0.4,1.0,1.0
mistral_7b,228,0.6,0.4,0.4,6.0,6.0
mistral_7b,237,0.6,0.4,0.4,1.0,1.0
mistral_7b,235,0.6,0.4,0.4,3.0,2.0
mistral_7b,231,0.6,0.4,0.4,5.0,4.0
mistral_7b,234,0.6,0.4,0.4,1.0,2.0
mistral_7b,229,0.6,0.4,0.4,7.0,4.0
mistral_7b,239,0.6,0.4,0.4,3.0,2.0
mistral_7b,238,0.6,0.4,0.4,1.0,1.0
mistral_7b,245,0.9,0.6,0.6,6.0,4.0
mistral_7b,244,0.9,0.6,0.6,1.0,7.0
mistral_7b,240,0.9,0.6,0.6,6.0,6.0
mistral_7b,242,0.9,0.6,0.6,7.0,7.0
mistral_7b,241,0.9,0.6,0.6,6.0,6.0
mistral_7b,243,0.9,0.6,0.6,1.0,5.0
mistral_7b,248,0.9,0.6,0.6,7.0,6.0
mistral_7b,249,0.9,0.6,0.6,6.0,4.0
mistral_7b,251,0.9,0.6,0.6,5.0,4.0
mistral_7b,246,0.9,0.6,0.6,6.0,4.0
mistral_7b,253,0.9,0.6,0.6,7.0,7.0
mistral_7b,247,0.9,0.6,0.6,5.0,3.0
mistral_7b,250,0.9,0.6,0.6,7.0,7.0
mistral_7b,255,0.9,0.6,0.6,7.0,7.0
mistral_7b,252,0.9,0.6,0.6,2.0,4.0
mistral_7b,258,0.9,0.6,0.6,7.0,7.0
mistral_7b,254,0.9,0.6,0.6,7.0,7.0
mistral_7b,257,0.9,0.6,0.6,7.0,7.0
mistral_7b,259,0.9,0.6,0.6,7.0,5.0
mistral_7b,256,0.9,0.6,0.6,6.0,6.0
mistral_7b,263,0.9,0.6,0.6,1.0,1.0
mistral_7b,264,0.9,0.6,0.6,5.0,5.0
mistral_7b,267,0.9,0.6,0.6,1.0,1.0
